id;descripcio;nogis;uso;nivel;N_patente;Nombre_com;Id_persona;Aprobacion;Categoria;Actividad;Permiso_sa;Vigencia_p;Tipo_rotul;Dimension;Rotulo;Provincia;Lic_licor;Codigo_act;Nogis_1;N_finca;F_real;Derecho;Direccion_;Filial;N_plano_ca;Tipo_perso;Distrito;Canton;Este;Norte;Lat;longitud
2452;PREDIO ORDINARIO;148005000;;0;676;CENTRO LINGUISTICO CONVER;108517;1/1/1900 00:00;COM;ESCUELA DE IDIOMAS;676;;;0;1;1;0;337;148005000;115088;;0;URUCA, DE LA ESCUELA LA MINA 400 NORTE Y 500 ESTE.;;1-2032252-2018;J;URUCA;SANTA ANA;479010.099999999000000;1096424.669999990000000;9.915680000000000;-84.191410000000000
2571;PREDIO ORDINARIO;537109000;;0;93;PELUQUERIA CANINA BIANKA;101775;13/11/2006 00:00;COM;PELUQUERIA CANINA;93;;;0;1;1;0;713;537109000;516997;;0;DE LA INTERSECCION DE RUTA NACIONAL 311 CON AVENIDA 24, 150 MTS. AL OESTE.;;1-397450-1980;F;SALITRAL;SANTA ANA;480045.539999999000000;1097000.219999990000000;9.920890000000000;-84.181970000000000
2697;PREDIO ORDINARIO;537218000;;0;106;LA PALMA;16278;1/1/1900 00:00;COM;MINISUPER;106;31/1/2022 00:00;;0;1;1;337;531;537218000;381436;;0;DE LA INTERSECCION DE RUTA NACIONAL 311 CO AVENIDA 24, 165 MTS. AL SUR. MINISUPER LA PALMA.;;1-703923-1987;F;SALITRAL;SANTA ANA;480224.820000000000000;1096828.250000000000000;9.919330000000000;-84.180340000000000
3066;PREDIO ORDINARIO;503071000;;0;281;SUPER PIEDADES;2940;7/1/1990 00:00;COM;LICORERA;281;;;0;0;1;8;490;503071000;85449;;2;PIEDADES, COSTADO OESTE DEL SUPER PIEDADES.;;1-571124-1985;F;PIEDADES;SANTA ANA;476027.669999999000000;1097827.969999990000000;9.928350000000000;-84.218620000000000
3674;PREDIO ORDINARIO;127009000;;0;647;SODA CHELY;658;1/1/1900 00:00;COM;SODA;647;;;0;0;1;0;899;127009000;114317;;0;DEL BANCO POPULAR, 400 OESTE Y 25 SUR.;;1-359181-1979;F;SANTA ANA;SANTA ANA;479768.159999999000000;1098242.199999990000000;9.932119999999990;-84.184510000000000
3713;PREDIO ORDINARIO;127114000;;0;486;LICORERA LA BRUJA;15494;1/1/1900 00:00;COM;MINISUPER;486;;;0;0;1;265;0;127114000;226666;;0;SANTA ANA, CENTRO, DE LA MUNICIPALIDAD 200 SUR.;;1-351678-1979;J;SANTA ANA;SANTA ANA;480113.669999999000000;1098120.459999990000000;9.931020000000000;-84.181359999999900
4103;PREDIO ORDINARIO;503265000;;0;117;ARTAVIA ROTULACION;101782;1/1/1900 00:00;COM;ROTULACION;117;;;0;0;1;0;801;503265000;489170;;2;PIEDADES, DEL BAR LA PARADA 855 NOR-OESTE.;;1-681176-1987;F;PIEDADES;SANTA ANA;475692.510000000000000;1098573.100000000000000;9.935090000000000;-84.221680000000000
4183;PREDIO ORDINARIO;527064000;;0;180;PULPERIA LA POPULAR;12462;20/3/2006 00:00;COM;PULPERIA;180;;;0;0;1;0;748;527064000;145247;;1;PIEDADES, DE ENTRADA A CALLE CEBADILLA 500 SUR.;;1-736410-2001;F;PIEDADES;SANTA ANA;477933.880000000000000;1097547.469999990000000;9.925829999999990;-84.201239999999900
5049;PREDIO ORDINARIO;504100001;;0;255;CENTRO DE CARNES PIEDADES;205511;27/6/1992 00:00;COM;CARNICERIA;070230-01;10/7/2020 00:00;;0;0;1;0;157;504100001;164657;;5;PIEDADES, DE LA ESCUELA EZEQUIEL MORALES 92 OESTE.;;1-678914-1987;F;PIEDADES;SANTA ANA;476125.239999999000000;1097882.770000000000000;9.928850000000000;-84.217730000000000
5280;PREDIO ORDINARIO;311356000;;0;472;FARMACIA FISCHEL;107362;1/1/1900 00:00;COM;FARMACIA;CS-ARS-SA-286-2014;18/8/2015 00:00;;0;1;1;0;389;311356000;571952;;0;POZOS, DE MATRA 307 NORTE, AUTOMERCADO.;;1-1021901-2005;J;POZOS;SANTA ANA;478733.659999999000000;1100670.800000000000000;9.954070000000000;-84.193960000000000
5392;PREDIO ORDINARIO;312092000;;0;53;SODA DIANA;7015;20/3/2006 00:00;COM;SODA;53;;;0;1;1;0;899;312092000;308419;;2;POZOS, COSTADO ESTE DEL SALON COMUNAL.;;1-1447508-2010;F;POZOS;SANTA ANA;479146.719999999000000;1100235.050000000000000;9.950130000000000;-84.190190000000000
5686;PREDIO ORDINARIO;540148000;;0;713;CERAMICA;1648;1/1/1900 00:00;COM;VENTA CERAMICA;713;;;0;0;1;0;1030;540148000;208987;;0;FRENTE A LA INTERSECCION DE AVENIDA 06 CON CALLE 06.;;1-217757-1994;F;SANTA ANA;SANTA ANA;479812.919999999000000;1097958.739999990000000;9.929550000000000;-84.184100000000000
5732;PREDIO ORDINARIO;542030000;;0;78;MINISUPER LA ESQUINA;19715;11/1/2006 00:00;COM;LICORERA Y SUPERMERCADO;CS-ARS-SA-285-15;5/5/2016 00:00;;0;1;1;477;487;542030000;141196;;0;FRENTE A LA GUARDIA RURAL.;;1-460065-1981;F;SALITRAL;SANTA ANA;480489.549999999000000;1095702.060000000000000;9.909150000000000;-84.177920000000000
5826;PREDIO ORDINARIO;538116000;;0;377;PULPERIA CORRALES;6608;12/3/1986 00:00;COM;PULPERIA;377;;;0;0;1;0;748;538116000;56000;;1;DE LA INTERSECCION DE RUTA NACIONAL 311 CNON AVENIDA 46, 07 MTS. AL SUR.;;NO SE INDICA;F;SALITRAL;SANTA ANA;480381.969999999000000;1095941.229999990000000;9.911310000000000;-84.178899999999900
6205;CONDOMINIO VISTANA ESTE;311350010;COMERCIAL;0;436;CARNES DON FERNANDO;116905;1/1/1900 00:00;COM;CARNICERIA;CVO-094277-01;5/8/2015 00:00;;0;1;1;151;157;311350010;69889;;0;POZOS, CONDOMINIO  VISTANA ESTE, FILIAL # 7-C.;F;1-1296848-2008;J;POZOS;SANTA ANA;478777.070000000000000;1100567.040000000000000;9.953130000000000;-84.193560000000000
6309;PREDIO ORDINARIO;537202000;;0;42;EL PERICO;2023;10/3/2005 00:00;COM;MINISUPER Y MAQUINAS DE PIN BALL;42;5/1/2022 00:00;;0;0;1;0;534;537202000;256567;;15;DE LA INTERSECCION RUTA NACIONAL 311 CON CALLE 11, 239 MTS. NOR-ESTE.;;1-296407-1978;F;SALITRAL;SANTA ANA;480349.780000000000000;1096863.570000000000000;9.919650000000000;-84.179199999999900
6805;PREDIO ORDINARIO;312176000;;0;92;ELECTRONICA ROYKA;101774;24/3/2006 00:00;COM;TALLER ELECTRICO;92;;;0;1;1;0;938;312176000;293560;;0;POZOS, COSTADO SUR DE LA IGLESIA.;;1-564808-1984;F;POZOS;SANTA ANA;479204.080000000000000;1100091.629999990000000;9.948840000000000;-84.189660000000000
7088;PREDIO ORDINARIO;207012000;;0;130;MAUCO;8490;1/6/1999 00:00;COM;FABRICACION, VENTA DE BUSES Y SUS REPUESTOS;0422-2018;1/3/2023 00:00;;0;1;1;0;380;207012000;614342;;0;PIEDADES, DE LA ENTRADA A BARRIO LOS ANGELES 300 ESTE.;;1-1428479-2010;J;PIEDADES;SANTA ANA;476253.169999999000000;1098953.000000000000000;9.938520000000000;-84.216570000000000
7415;PREDIO ORDINARIO;204020000;;0;28;TALLER CARAMELO;4304;5/8/1997 00:00;COM;TALLER ENDEREZADO Y PINTURA;28;;;0;0;1;0;0;204020000;194716;;0;BRASIL, 100 MTS AL ESTE DE LA ESCUELA DE BRASIL.;;1-618557-1986;F;BRASIL;SANTA ANA;475499.010000000000000;1098644.629999990000000;9.935730000000000;-84.223450000000000
7454;PREDIO ORDINARIO;206028000;;0;178;LITOIMPRESO MUNDIAL;1118;2/9/1997 00:00;COM;IMPRENTA;178;;;0;0;1;0;439;206028000;232700;;0;BRASIL,  DE LA ENTRADA PRINCIPAL A BARRIO LOS ANGELES, 25 NORTE.;;NO SE INDICA;F;BRASIL;SANTA ANA;475828.580000000000000;1098844.159999990000000;9.937540000000000;-84.220439999999900
7624;URBANIZACION VALLE DEL SOL;114034000;HABITACIONAL;0;442;CEBOLLA VERDE;113563;16/5/2000 00:00;COM;BAR Y RESTAURANTE;080-2010;26/3/2010 00:00;;0;1;1;117;104;114034000;226535;;0;COSTADO NORTE DE LA INTERSECCION DE RUTA NACIONAL 121 CON CALLE 23. BAR-RESTAURANTE CEBOLLA VERDE.;;NO SE INDICA;J;SANTA ANA;SANTA ANA;481467.299999999000000;1098238.239999990000000;9.932090000000000;-84.169010000000000
7762;PREDIO ORDINARIO;328156000;;0;173;BANCO HSBC;13520;10/3/2004 00:00;COM;OFICINA BANCARIA;173;;;0;1;1;0;603;328156000;605106;;2;POZOS, DIAGONAL AL DEPOSITO EL LAGAR.;;1-598412-1999;J;POZOS;SANTA ANA;478807.119999999000000;1100190.580000000000000;9.949730000000000;-84.193290000000000
8016;PREDIO ORDINARIO;335010000;;0;422;DIST. DE HARINAS CENTROAMERICA;15797;4/12/2001 00:00;COM;FABRICA DE HARINAS;422;;;0;1;1;0;381;335010000;383449;;0;POZOS, RADIAL SANTA ANA - BELEN, DE LA GASOLINERA TEXACO 50 NORTE, FRENTE A EMPAQUES SANTA ANA.;;1-887556-2003;J;POZOS;SANTA ANA;478285.539999999000000;1101497.739999990000000;9.961539999999990;-84.198049999999900
8529;PREDIO ORDINARIO;509054000;;0;275;SUN VALLEY SCHOOL S. A.;205195;2/11/1999 00:00;COM;EDUCACION PRIVADA (PRIMARIA Y PREESCOLAR);656-2013;8/11/2020 00:00;;0;1;1;0;455;509054000;76451;;0;FRENTE A LA ENTRADA PRINCIPAL DE URBANIZACION  HACIENDA PARAISO.;;1-726888-1988;J;PIEDADES;SANTA ANA;477381.239999999000000;1097886.120000000000000;9.928879999999990;-84.206280000000000
8578;PREDIO ORDINARIO;312005000;;0;421;DISTRIBUIDORA ARROCERA TIO PELON;15470;1/12/2002 00:00;COM;DISTRIBUIDORA;421;;;0;1;1;0;298;312005000;482593;;0;POZOS, DE LA IGLESIA 325 NORTE.;;1-377140-1997;J;POZOS;SANTA ANA;479063.049999999000000;1100478.820000000000000;9.952340000000000;-84.190950000000000
8589;PREDIO ORDINARIO;312060004;;0;252;CANDELAS FLORI;15636;13/3/1985 00:00;COM;FABRICA DE CANDELAS;252;;NL;0;0;1;0;379;312060004;627647;;0;POZOS, DE LA IGLESIA 100 NORTE, 125 OESTE y 50 SUR.;;1-1494806-2011;J;POZOS;SANTA ANA;479067.770000000000000;1100243.340000000000000;9.950210000000000;-84.190910000000000
8680;PREDIO ORDINARIO;502094000;;0;50;TALLER  VILLARREAL;3722;16/3/1993 00:00;COM;TALLER AUTOMOTRIZ;50;;;0;1;1;0;920;502094000;562908;;0;DEL CEMENTERIO 122 ESTE.;;1-865350-2003;F;PIEDADES;SANTA ANA;475968.510000000000000;1097774.689999990000000;9.927870000000000;-84.219160000000000
8740;PREDIO ORDINARIO;314044000;;0;101;H Y J;101779;6/1/1992 00:00;COM;TALABARTERIA;101;;;0;1;1;0;916;314044000;105582;;0;POZOS, DE LA ESCUELA REPUBLICA DE FRANCIA 115 NORTE.;;1-53136-1992;F;POZOS;SANTA ANA;479260.020000000000000;1100044.669999990000000;9.948410000000000;-84.189149999999900
8775;PREDIO ORDINARIO;327036000;;0;339;COMPANIA MERCANTIL;113689;7/12/1999 00:00;COM;COMERCIO DE LLANTAS Y SERVICIO;339;;;0;0;1;0;234;327036000;498178;;0;POZOS, DEL HOTEL CONFORT 264 NORTE.;;1-749463-2001;J;POZOS;SANTA ANA;478888.369999999000000;1099922.070000000000000;9.947300000000000;-84.192539999999900
8929;PREDIO ORDINARIO;200025000;;0;43;TALLER AGUILAR;101767;16/2/2001 00:00;COM;TALLER MECANICA Y PRECISION;43;;;0;1;1;0;948;200025000;510573;;0;BRASIL, DE LA ENTRADA A CALLE COPEY 132 NOR-OESTE.;;1-649356-2000;F;BRASIL;SANTA ANA;473881.049999999000000;1098436.870000000000000;9.933840000000000;-84.238200000000000
9775;PREDIO ORDINARIO;305009000;;0;291;SALA DE BELLEZA ADRIANA;15642;1/1/1900 00:00;COM;SALON DE BELLEZA;291;;;0;0;1;0;0;305009000;204669;;0;POZOS, DEL ANTIGUO BAR JENNY 100 OESTE Y 100 NORTE.;;1-771648-2002;F;PIEDADES;SANTA ANA;478976.159999999000000;1101680.840000000000000;9.963200000000000;-84.191749999999900
9773;PREDIO ORDINARIO;305039000;;0;683;LA CHUSPA;5529;18/1/2000 00:00;COM;TALLER;683;;;0;1;1;0;917;305039000;101364;;0;POZOS, COSTADO NORTE DE HULES TECNICOS, (LA CHUSPA);;1-720350-1987;J;POZOS;SANTA ANA;478930.940000000000000;1101595.459999990000000;9.962429999999990;-84.192160000000000
10093;PREDIO ORDINARIO;309074000;;0;586;SUPER LOREN;3576;17/2/2018 00:00;COM;PULPERIA;586;;;0;1;1;187;0;309074000;297829;;2;POZOS, FRENTE ANTIGUO BAR JENNY (SUPER LOREN);;1-455895-1981;F;POZOS;SANTA ANA;479200.580000000000000;1101462.070000000000000;9.961230000000000;-84.189700000000000
10429;PREDIO ORDINARIO;310138001;;0;457;TRUKOS STYLE;15808;1/1/1900 00:00;COM;SALON DE BELLEZA;457;;;0;0;1;0;0;310138001;253304;;0;POZOS, DE LA IGLESIA 650 NORTE.;;1-1568785-2012;F;POZOS;SANTA ANA;479156.340000000000000;1100853.879999990000000;9.955730000000000;-84.190100000000000
10507;PREDIO ORDINARIO;521070000;;0;458;ZAPATERIA GENESIS;15799;26/6/2001 00:00;COM;ZAPATERIA;458;;;0;0;1;0;1315;521070000;536545;;0;DEL BAR LA PARADA 125 OESTE.;;1-848472-2003;F;PIEDADES;SANTA ANA;476027.440000000000000;1097737.439999990000000;9.927530000000000;-84.218620000000000
10872;PREDIO ORDINARIO;322057000;;0;536;MUEBLES MIGUEL;7533;1/1/1900 00:00;COM;EBANISTERIA;536;;NL;0;0;1;0;309;322057000;457602;;0;POZOS, DE LA CHISPA 355 NORTE Y 237 ESTE.;;1-393578-1997;F;POZOS;SANTA ANA;479724.280000000000000;1099736.159999990000000;9.945620000000000;-84.184920000000000
11126;PREDIO ORDINARIO;313005000;;0;67;SALA DE BELLEZA MARIA;17965;15/6/2006 00:00;COM;SALON DE BELLEZA;67;;;0;1;1;0;0;313005000;496355;;1;POZOS, DE LA IGLESIA 395 NORTE.;;1-161737-1994;F;POZOS;SANTA ANA;479209.169999999000000;1100574.459999990000000;9.953200000000000;-84.189620000000000
11137;PREDIO ORDINARIO;315095000;;0;559;EL PASTERO CENTRO PASTAS;108819;18/3/2002 00:00;COM;ELABORACION DE PASTAS;559;;;0;1;1;0;316;315095000;602462;;1;POZOS, DE LA IGLESIA 100 NORTE Y 150 ESTE.;;1-1339669-2009;J;POZOS;SANTA ANA;479375.940000000000000;1100234.889999990000000;9.950130000000000;-84.188100000000000
11325;PREDIO ORDINARIO;322045000;;0;465;EXPOCERAMICA;15805;1/1/1900 00:00;COM;VENTA ACABADOS DE CERAMICA;465;;;0;1;1;0;1019;322045000;279189;;0;POZOS, COSTADO OESTE DE LA ANTIGUA BLOQUERA.;;1-314910-1978;J;POZOS;SANTA ANA;479829.039999999000000;1099809.909999990000000;9.946289999999990;-84.183959999999900
11478;PREDIO ORDINARIO;319020000;;0;131;GRUPO MOTORES BRITANICOS;100661;25/10/2005 00:00;COM;VENTA DE AUTOS;131;;;0;0;1;0;1067;319020000;440294;;0;POZOS, DE LA ENTRADA AL CONDOMINIO VILLA REAL 675 ESTE.;;1-222126-1994;J;POZOS;SANTA ANA;481049.429999999000000;1099531.820000000000000;9.943780000000000;-84.172830000000000
11507;PREDIO ORDINARIO;114200000;;0;267;PULPERIA IRIS;17030;29/2/2000 00:00;COM;PULPERIA;267;;;0;1;1;0;748;114200000;450478;;1;POZOS, ALTO DE LAS PALOMAS, DE LA ENTRADA A BARRIO LOS FONSECA 95 NORTE.;;1-763280-1988;F;POZOS;SANTA ANA;482035.390000000000000;1098640.399999990000000;9.935730000000000;-84.163839999999900
11549;PREDIO ORDINARIO;105002000;;0;272;CASTRO CAMIONES Y REPUESTOS;8401;16/2/1999 00:00;COM;TRANSPORTES Y REPUESTOS;272;;;0;0;1;0;1007;105002000;409743;;0;SANTA ANA, CENTRO, DE FURATI 578 NORTE.;;1-705519-1987;J;SANTA ANA;SANTA ANA;479761.510000000000000;1099281.449999990000000;9.941509999999990;-84.184579999999900
11578;PREDIO ORDINARIO;101036000;;0;419;BOMBA TOTAL SANTA ANA;13055;11/11/2002 00:00;COM;VENTA DE COMBUSTIBLE, LUBRICANTES, ACCESORIOS Y REPUESTOS (UNICAMENTE).;01-0060-2020;4/5/2025 00:00;;0;1;1;0;349;101036000;383630;;0;SANTA ANA, CENTRO, COSTADO NORTE DE LA CRUZ ROJA, BOMBA TOTAL.;;1-572759-1999;J;SANTA ANA;SANTA ANA;479349.260000000000000;1098469.169999990000000;9.934170000000000;-84.188329999999900
11975;PREDIO ORDINARIO;126026000;;0;111;LA MIA;101777;7/1/2003 00:00;COM;PULPERIA;111;;;0;0;1;0;748;126026000;173983;;2;SANTA ANA, CENTRO, DE LA GUARIA 300 OESTE Y 200 NORTE.;;1-312035-1978;F;SANTA ANA;SANTA ANA;479908.609999999000000;1098635.689999990000000;9.935680000000000;-84.183229999999900
12029;PREDIO ORDINARIO;126338000;;0;127;AUTO CENTRO SANTA ANA;15585;5/6/2002 00:00;COM;LUBRICANTES;127;;;0;1;1;0;494;126338000;165302;;3;SANTA ANA, CENTRO, DE LA GUARIA 200 OESTE Y 75 NORTE.;;1-3531-1976;J;SANTA ANA;SANTA ANA;479989.140000000000000;1098518.800000000000000;9.934620000000000;-84.182500000000000
12054;PREDIO ORDINARIO;126134000;;0;708;PELUQUERIA HAIR TECH;18769;1/1/1900 00:00;COM;SALON DE BELLEZA;708;;NL;0;1;1;0;805;126134000;125154;;0;SANTA ANA, CENTRO, DE LA MUNICIPALIDAD 100 NORTE.;;1-1557743-2012;F;POZOS;SANTA ANA;480141.520000000000000;1098449.699999990000000;9.933990000000000;-84.181110000000000
12088;PREDIO ORDINARIO;126911000;;0;381;SUCURSAL DE CORREOS SANTA ANA;12284;2/12/1999 00:00;COM;CORREO;381;;;0;1;1;0;268;126911000;296342;;0;SANTA ANA, CENTRO, DE LA MUNICIPALIDAD 25 OESTE.;;1-336253-1979;J;SANTA ANA;SANTA ANA;480120.539999999000000;1098352.860000000000000;9.933120000000000;-84.181299999999900
12103;PREDIO ORDINARIO;126224000;;0;575;CERAMICA SANTA ANA;17467;18/5/1992 00:00;COM;CERAMICA;575;;;0;1;1;0;199;126224000;266606;;2;SANTA ANA, CENTRO, DEL BANCO POPULAR 350 OESTE.;;1-1209701-2008;F;SANTA ANA;SANTA ANA;479802.679999999000000;1098291.320000000000000;9.932560000000000;-84.184200000000000
12114;PREDIO ORDINARIO;126168000;;0;717;DISENIOO EN MADERA;10108;29/7/1999 00:00;COM;ARTESANIA Y VENTA MUEBLES;717;;;0;1;1;0;76;126168000;334030;;8;SANTA ANA CENTRO, DE LA MUNICIPALIDAD, 250 OESTE.;;1-552033-1999;F;SANTA ANA;SANTA ANA;479893.080000000000000;1098330.469999990000000;9.932919999999990;-84.183369999999900
12115;PREDIO ORDINARIO;126169000;;0;37;ABASTECEDOR EL CENTRO;12673;9/9/1991 00:00;COM;MINISUPER;37;;;0;0;1;0;0;126169000;499156;;7;SANTA ANA, CENTRO, DE LA MUNICIPALIDAD 250 OESTE.;;1-552034-1999;F;SANTA ANA;SANTA ANA;479903.599999999000000;1098328.830000000000000;9.932900000000000;-84.183279999999900
12164;PREDIO ORDINARIO;110024000;;0;3;TRIBECA;21715;27/4/2007 00:00;COM;RESTAURANTE Y SALA DE EVENTOS;3;7/2/2021 00:00;;0;1;1;0;795;110024000;130982;;0;SANTA ANA, CENTRO, DE LA GUARIA 500 ESTE.;;1-23606-1955;J;SANTA ANA;SANTA ANA;480641.469999999000000;1098440.389999990000000;9.933909999999990;-84.176550000000000
12585;PREDIO ORDINARIO;128014000;;0;320;COMERCIAL ANGIE;6876;27/1/1998 00:00;COM;ACCESORIOS PARA VEHICULO;320;;;0;0;1;0;30;128014000;307202;;2;SANTA ANA, CENTRO, DE LA CRUZ ROJA 89 SUR-ESTE.;;1-1833171-2015;F;SANTA ANA;SANTA ANA;479421.669999999000000;1098375.870000000000000;9.933320000000000;-84.187669999999900
12700;URBANIZACION VALLE DEL SOL;114060000;HABITACIONAL;0;612;HOTEL ALTA;199646;27/1/1998 00:00;COM;HOTEL Y RESTAURANTE;CS-ARS-SA-182-15;12/3/2020 00:00;;0;1;1;118;427;114060000;132969;;0;DEL BAR-RESTAURANTE CEBOLLA VERDE 200 ESTE, HOTEL ALTA.;;1-110039-1993;J;SANTA ANA;SANTA ANA;481633.409999999000000;1098373.540000000000000;9.933310000000000;-84.167500000000000
12791;PREDIO ORDINARIO;128142000;;0;555;TALLER JORGE GUERRERO;108011;1/7/1991 00:00;COM;TALLER SOLDADURA;555;;;0;1;1;0;955;128142000;349141;;0;SANTA ANA, CENTRO, DE LA PULPERIA EL ROBLE 147 OESTE.;;1-586343-1985;F;SANTA ANA;SANTA ANA;479585.090000000000000;1098207.989999990000000;9.931810000000000;-84.186179999999900
12815;PREDIO ORDINARIO;128139000;;0;605;VERDULERIA;15558;10/3/1992 00:00;COM;VERDULERIA;605;;;0;0;1;0;1300;128139000;246935;;2;SANTA ANA, 175 OESTE DE LA PULPERIA EL ROBLE.;;1-12745-1976;F;SANTA ANA;SANTA ANA;479622.809999999000000;1098204.969999990000000;9.931780000000000;-84.185839999999900
12912;PREDIO ORDINARIO;313012000;;0;624;GONZACA;5702;1/1/1900 00:00;COM;TALLER MECANICO;624;;NL;0;0;1;0;949;313012000;11379;;8;DE LA IGLESIA 500 NORTE.;;1-0104936-1961;J;POZOS;SANTA ANA;479195.130000000000000;1100668.570000000000000;9.954050000000000;-84.189750000000000
13022;PREDIO ORDINARIO;315229000;;0;334;COMERCIAL POZOS DE SANTA ANA;17422;29/10/2002 00:00;COM;DISTRIBUIDORA DE ABARROTES;334;;;0;1;1;0;300;315229000;457979;;0;POZOS, DE LA ESCUELA REPUBLICA DE FRANCIA 120 NORTE.;;1-825403-1989;J;POZOS;SANTA ANA;479322.619999999000000;1100050.229999990000000;9.948460000000000;-84.188580000000000
13065;PREDIO ORDINARIO;106170001;;0;363;SANTA ANA HIGHT SCOOL;100770;22/3/2004 00:00;COM;COLEGIO PRIVADO;363;;;0;1;1;0;228;106170001;588007;;0;SANTA ANA, CENTRO, DE LA GUARIA 100 OESTE, 200 NORTE Y 25 OESTE.;;1-1144350-2007;J;SANTA ANA;SANTA ANA;480037.609999999000000;1098666.479999990000000;9.935950000000000;-84.182060000000000
13123;CONDOMINIO PARQUE INDUSTRIAL DEL OESTE;207010004;INDUSTRIAL;0;297;CENTROCEL;15651;20/5/2002 00:00;COM;OFICINAS Y ENSAMBLE;297;;;0;1;1;0;685;207010004;30479;;0;PIEDADES, CONDOMINIO PARQUE INDUSTRIAL DEL OESTE, FILIAL # 4;F;1-738646-2001;J;PIEDADES;SANTA ANA;476328.520000000000000;1098905.149999990000000;9.938090000000000;-84.215879999999900
13154;PREDIO ORDINARIO;175030000;;0;144;PULPERIA LA CRUZADA;2318;5/5/1992 00:00;COM;PULPERIA;144;;;0;1;1;0;748;175030000;56976;;6;ENTRE LA INTERSECCION DE CALLE 05 CON CALLE 07. VER OBSERVACIONES.;;NO SE INDICA;F;SALITRAL;SANTA ANA;480939.460000000000000;1094280.959999990000000;9.896310000000000;-84.173810000000000
13196;PREDIO ORDINARIO;170127000;;0;356;LA UNICA;108293;15/5/1994 00:00;COM;ABARROTES;356;;;0;0;1;0;17;170127000;40082;;7;SALITRAL, MATINILLA;;NO SE INDICA;J;SALITRAL;SANTA ANA;481174.739999999000000;1093514.250000000000000;9.889370000000000;-84.171660000000000
14194;PREDIO ORDINARIO;124002000;;0;694;PELUQUERIA HEBERT;5118;22/4/1997 00:00;COM;PELUQUERIA;694;;;0;1;1;0;712;124002000;525707;;0;SANTA ANA, CENTRO, DE LA MUNICIPALIDAD 100 SUR.;;1-656849-1986;F;SANTA ANA;SANTA ANA;480163.219999999000000;1098198.340000000000000;9.931720000000000;-84.180909999999900
15039;CONDOMINIO VISTANA OESTE;328150019;COMERCIAL;0;72;POPS;19939;26/3/2006 00:00;COM;HELADERIA;CS-ARS-SA-352-2015;6/8/2015 00:00;;0;1;1;0;418;328150019;57943;;0;POZOS, CONDOMINIO VISTANA OESTE, FILIAL # 19.;F;1-1234025-2007;J;POZOS;SANTA ANA;478780.369999999000000;1100278.800000000000000;9.950530000000000;-84.193529999999900
15077;CONDOMINIO VISTANA ESTE;311350001;CALLE PRIVADA;0;170;BAC SAN JOSE;8981;12/1/2005 00:00;COM;SERVICIOS BANCARIOS;170;;;0;1;1;0;874;311350001;69880;;0;POZOS, CONDOMINIO VISTANA ESTE, FILIAL # 1-A.;F;1-1298730-2008;J;POZOS;SANTA ANA;478730.030000000000000;1100579.560000000000000;9.953250000000000;-84.193989999999900
18546;PREDIO ORDINARIO;533130000;;0;231;RANCHO DE MACHO;108473;1/1/1900 00:00;COM;BAR Y RESTAURANTE;231;;NL;0;0;1;61;97;533130000;384716;;0;URUCA, ANTIGUO RANCHO DE MACHO.;;1-702688-1987;J;URUCA;SANTA ANA;478932.750000000000000;1097746.260000000000000;9.927630000000000;-84.192130000000000
20101;PREDIO ORDINARIO;322176000;;0;83;TALLER;928;3/2/1992 00:00;COM;TALLER DE PINTURA;83;;;0;1;1;0;0;322176000;271862;;0;POZOS, CENTRO COMERCIAL LA CHISPA.;;1-866853-2003;F;POZOS;SANTA ANA;479711.609999999000000;1099477.520000000000000;9.943289999999990;-84.185029999999900
